Text,Label,corrected_label,emotion
"So we'll send it- And we'll give you, how about a free year's service?",5,6,sadness
"Look, I am on the road all the time.  Do you understand how important?  I'm a woman, a single mother by herself working...what?",5,5,neutral
Tell them my name.  My name is Brent Backersen.,6,6,sadness
"Brent Backersen, I am writing this down, Brent Backersen.  Alright.",6,6,sadness
Okay.  Tell them my - my ID number is two one three five.,6,6,sadness
"Tell them that.  You can go in, get a brand new phone, they'll hook you up with service even give you a free three months--",6,6,sadness
"I, I, I don't want a contract. Okay. I don't want any contracts.",6,3,anger
It will be free.  No contract okay?,5,6,sadness
Really?  No contract?,5,5,neutral
"Go in there, yeah, go in there.  Tell them Brent Backersen sent you.",6,6,sadness
I want the best freaking camera phone there is though.  I want the really good kind--,6,6,sadness
"the top of the line camera phone, game boy, anything you want. For free. And palm pilot.",6,6,sadness
And palm pilot.,6,6,sadness
And charger and accessories and I want a cover that's pink.,6,6,sadness
They might only have orange.,6,6,sadness
no,6,6,sadness
"Okay.  They can figure out pink for you.  So go in there and just tell them that and they'll hook you up with other goodies, stuff like that free service, no contract, no nothing.  Just for being a good customer",6,6,sadness
and battling through with us.,6,0,surprise
"Alright. Well-  I guess - I guess that's okay but,",6,6,sadness
you better promise me.,6,6,sadness
Yes.  You just tell them Brent Backersen sent you.,6,6,sadness
Alright?  Great.  Have a nice evening.,5,1,joy
Alright Thanks.,6,1,joy
What's he going to say?  Maybe we ought to talk to him before he sees it.,5,6,sadness
"What do you mean. He couldn't have seen it. I was the first one up, he was still in bed.",6,5,neutral
About four in the morning.  I heard a crack and I looked out and he was standing right there when it happened.,6,4,fear
Well what was he doing out at four in the morning?,5,5,neutral
I don't know. But after it cracked he ran back into the house and he cried in the kitchen.,6,0,surprise
No.  I figured the best thing to do was leave him alone.,6,6,sadness
"God, what was he doing out there anyway?",5,5,neutral
Starting to dream about him again.  He's walking around at night again.,6,4,fear
"He's getting just like he did after he died, you know?  What, what, what's the meaning of this?",5,5,neutral
"I don't know.  But I know one thing mom, we made a terrible mistake with dad.",3,4,fear
Being dishonest with him.  That kind of thing always pays off and now it's paying off.,6,6,sadness
You know that Larry's not coming back and I know that too.  Why we both go on letting him think that we both believe with him.,6,6,sadness
What are you going to do?  You want to argue with him?,5,3,anger
"No I don't want to argue with him but, it's time that he realizes that nobody believes Larry's coming back anymore.",6,6,sadness
"Why shouldn't he walk around and dream at him at night.  Walk around.  Why shouldn't he walk around?  Why shouldn't he dream of him, walk around at night waiting for him?  Do we contradict him?  Do we say flat out that we don't have anymore hope?",5,4,fear
That we haven't had any hope for years now?,5,6,sadness
We got to say it to him.,6,6,sadness
How are you going to prove it?  Can you prove it?,5,5,neutral
Larry's been gone for three years.  For god sakes no one comes back after three years.  It's insane.,6,5,neutral
"To you maybe, to me, but not to your father.  I mean,",6,6,sadness
he still thinks he's alive still.  I mean you could talk yourself blue in the face and there's no body and there's no grave so where are you?,5,5,neutral
"Listen mom, just, sit down.  I want to talk to you.",6,6,sadness
No.  It's his god damned newspapers is what it is.  Now every month there's a new boy comes home and Larry's going to be the next one.,6,7,disgust
Alright. Alright. Alright just listen.,6,6,sadness
"You know why I asked Annie here, right?",5,6,sadness
Well I have an idea but I don't know.  What's the story?,5,6,sadness
Well that's your business Chris.,6,6,sadness
"Well what do you want me to do?  I mean, you're old enough to know your own mind.",5,6,sadness
Okay.  So then it's alright.  I'll go ahead with it.,6,6,sadness
"Well, I mean, you got to make sure your dad's not going--",6,6,sadness
Oh see then it's just not my business. God you infuriate me sometimes.  Isn't my business too if dad throws a fit?  Huh?  God you have such a talent for ignoring things.,5,3,anger
Well I'm just saying--,6,6,sadness
You know I ignore what I got to ignore.,6,6,sadness
She's not...she's Larry's girl.,6,6,sadness
From your father's point of view he is still alive and if you try and take her that's just not fair.  You can't do that.,6,3,anger
I don't know why it is but every time I reach out for something I want I have to pull back,6,6,sadness
"And-And-And if you go on from there if you know already to go on from there, then you can.  But I'm telling you something that I don't know where to go.  You got it?  I mean, do you?",5,6,sadness
Because other people will suffer.,6,7,disgust
"My whole entire, bloody life time and time again.",6,3,anger
You're a considerate fellow.  There is nothing wrong in that.,6,6,sadness
Well to hell with that.,6,3,anger
And what if she doesn't marry you huh?  What if she feels the same way your father does?,5,4,fear
Then I guess that's the end of it.,6,6,sadness
But from her letters I think she's forgotten him.  I'll find out.,6,6,sadness
"And then we'll thrash it out with dad right?  Mom, don't avoid me.",5,6,sadness
"Look, you never had seen many, many women.  You know?  I mean...",5,5,neutral
Well so what?  I'm just not fast with women.,5,6,sadness
Well I just don't see why it has to be Annie.,6,5,neutral
"Well that's a good answer but, it doesn't answer anything.  You haven't seen her since you left to go to the war and it's been five years.",6,6,sadness
It's just...that's just the way it is.  That's how I feel.  You know these years when I think of someone I want to marry I think of Annie.  What do you want a diagram?,5,6,sadness
No I don't want a diagram.,6,7,disgust
"He thinks he's coming back. And you go off and marry that girl and you're just pronouncing him dead and what's going to happen to him?  I don't know.  Do you?  I mean, I don't know.",5,5,neutral
Alright then.,6,6,sadness
"Look, just give it some thought okay?",5,3,anger
I've given it three years of thought and I thought that if I waited then dad would forget about Larry and then we could have a regular wedding and everything happy.,1,6,sadness
But if I can't have that here I'll get out.,6,6,sadness
I'll get out.  I'll marry her somewhere else.  Maybe New York.,6,6,sadness
I've been a good son too long.  A good sucker and I'm through with it.,6,0,surprise
You're just going to leave the business?  You have a business here.  You can't do that.,5,3,anger
The business doesn't inspire me.,6,7,disgust
Yes.  I like it an hour out of the day.  If I have to grub for money all day long at least at evening I want it beautiful.  I want a family.  I want a wife.  I want some kids.  I want to build something I can give myself to.,6,1,joy
Now Annie is in the middle of all that.  Where do I find it?,5,5,neutral
Tell me something.  You can leave this business?,5,3,anger
Yes.  On this I would.,6,6,sadness
You can't talk like that.,6,7,disgust
Alright but you can't talk like that you hear?,5,7,disgust
"I mean what the hell have we worked for then?  I mean, it's all for you Chris.  The whole shooting match is for you.",5,3,anger
I know.  Just you help me stay here.,6,6,sadness
Alright but you don't talk like that you hear?  You don't.,5,7,disgust
I don't understand you do I?,5,5,neutral
No you don't.  I'm a pretty tough guy.,6,4,fear
Yeah.  I can see that.,6,6,sadness
Well she's been away for three and a half years in New York and suddenly she just shows up.,6,5,neutral
"Well maybe, maybe he just wanted to see her.",6,6,sadness
Nobody travels seven hundred miles just see.,6,6,sadness
uh-uh What do you mean?  They grew up next to each other their entire lives.  Why shouldn't he want to see her?,5,5,neutral
Hey don't look at me like that.  I don't know anymore than you.,6,6,sadness
Who said he even thought about that?,5,5,neutral
I see it.  It has the appearance of it.,6,6,sadness
Now listen kid...,6,3,anger
No.  She's not his girl Joe and she knows that.,6,6,sadness
"Then why is still single?  I mean there's plenty of single men in New York.  Why isn't she married by now?  Probably a hundred men has told her that she's foolish but, she's waiting.",5,5,neutral
How do you know why she's waited?  Hmmm?,5,5,neutral
"Because she knows what I know, that's why.",6,6,sadness
"I mean, her faith is stronger than a rock.",6,6,sadness
"My worst times I think about her, you know, and I",6,7,disgust
it's like I know as long as she's waiting I'm right again.,6,6,sadness
Look at how nice the day is.  What are we arguing for?,5,1,joy
"No.  Nobody in my house better dare and challenge her faith.  You know and maybe strangers but not his father, not his brother.",6,3,anger
I want-I want you to act like he's still alive.  I mean don't think I haven't seen the way that you've been since he invited her here.,6,6,sadness
But Kate...,6,6,sadness
But I won't have any of this nonsense because you know what happens?  If he doesn't come back I'll kill myself.,5,4,fear
"Laugh, laugh at me but I will.  Because you know what happened when she came here?  When she came back she slept in his room, the memorial broke into pieces. Joe, look. Look at it. You got to believe with me.",5,6,sadness
Okay. Calm yourself. Just calm yourself.,6,6,sadness
I can't do it all alone.,6,0,surprise
"Calm yourself, alright?",5,6,sadness
"Look, it was just last week that Detroit, some boy came back he had been away longer than Larry, you can read it for yourself. You above all people have got to believe.",6,6,sadness
"Alright, alright, calm yourself okay?  Calm yourself. Wait, wait.  What do you mean, me above all?",5,4,fear
"Look, just keep believing okay?",5,3,anger
"Wait, what does that mean?  Me above all?",5,5,neutral
What do I got to hide?  Huh?  What the hell's the matter with you Kate?,5,5,neutral
I know.  It sort of went out of style didn't it?,5,6,sadness
"No.  It's alright.  It's a good thing, you know?",5,1,joy
It's lovely here.,2,1,joy
The air is so sweet.,2,1,joy
No.  I'm not sorry.  But I'm not going to stay.,6,0,surprise
First of all your mother so much as told me to go.,6,3,anger
"you saw the way that she acted and then well, I mean, you, you were acting kind of...",6,7,disgust
"Well, I don't know, embarrassed of her since I came.",6,7,disgust
Well the trouble is I was planning on sneaking up on you over a week or so and they take it for granted that we're all set.,6,6,sadness
"Yeah.  I know they would, especially your mother.",6,6,sadness
"Well what other reason, from her point of view, would I be coming here?",5,6,sadness
"So, would you want to?",5,6,sadness
"I mean, that's the reason why I asked you here.",6,6,sadness
Oh Annie.  I love you.  I love you a great deal.,2,1,joy
I guess that's why I came.,6,6,sadness
I don't...I have no imagination that's the only way I know how to tell it.,6,6,sadness
I'm embarrassing you.  I didn't want to tell you this here.  I wanted to drive someplace brand new where we'd be brand new to each other.  It feels wrong here don't you?,5,0,surprise
"This yard and this chair.  I don't want to win you from anything, I want you to be ready for me.",6,6,sadness
"Look, I've been ready for a long, long time now.",6,6,sadness
"Then he's gone forever, you sure?",5,5,neutral
"Look, I almost got married two years ago.",6,5,neutral
You felt something that far back.,6,6,sadness
"I was waiting for you Chris, I mean, till then you never wrote and then when you did what did you say?",5,6,sadness
You'd always be so ambiguous.,6,6,sadness
"Give me a kiss Ann, just give me...",6,6,sadness
"Oh God.  Annie, I kissed Annie.  I kissed Annie.",6,5,neutral
I'll never forgive you for that.,6,0,surprise
"How long, how long I've been waiting to do that.",6,6,sadness
"I mean,  Why did you wait all these years?  There I was sitting around and wondering if I was crazy for thinking about you.",5,5,neutral
We're going to live now.  I'm going to make you so happy.,1,1,joy
Like Larry's brother.  Do it like you Chris.,6,6,sadness
"Nothing.  Hey, let's drive somewhere.  I want to be alone with you.",6,0,surprise
"No, what is it?  Your mother?",5,5,neutral
"No, nothing, nothing like that.",6,7,disgust
"Tell me what's wrong.  I mean, even in your letters you seemed ashamed.",6,0,surprise
"Well, yes I guess I've been ashamed but, it's going from me.",6,7,disgust
Okay.  It wouldn't work like this?,5,3,anger
You remember overseas I was in command of a company?,5,6,sadness
Takes a little while to toss that off cause they weren't just men.,6,6,sadness
"For instance, one time this...it had been raining several days and this one kid, he came up to me, he gave me his last pair of dry socks, put them in my pocket.",6,6,sadness
"That's just a little thing but that's the kind of guys I had.  They didn't just die, they killed themselves for each other and I mean that exactly.",6,6,sadness
A little more selfish and they'd still be here today.  And I got this idea watching them go down.  See everything was being destroyed but there was one new thing that was being created.,6,6,sadness
"It was a kind of responsibility, man for man.  You understand me?",5,6,sadness
And to show that and to bring that onto the earth again like some sort of monument standing right behind all of us and we could feel it and it would make a difference to him.,6,6,sadness
And then I came here and it was incredible.  There was no meaning in it here.  The whole thing to them was a kind of bus accident.,6,5,neutral
"And I went to work with dad and that rat race again and I felt what you said, ashamed.  Somehow because nobody was changed at all.",6,7,disgust
"It seemed to make a sucker out of a lot of guys.  I felt wrong to be alive.  I felt wrong to have that new checkbook,",6,0,surprise
"open that new bank account, drive the new car and see the new refrigerator",6,6,sadness
"cause you can take those things out of the war.  But you got to know, when you drive that car that it came out of the love that a man can have for a man and you got to be a little bit better because of that.",2,6,sadness
Otherwise what you have is loot and there's blood on it.,6,6,sadness
And I didn't want to take any of it and I guess that included you.,6,6,sadness
Cause you must not feel that way again.  You hear me?  You can't.  You deserve everything you have Chris.,5,3,anger
"that includes me too, I mean and the money, you have right to that money.  Your father put planes up in the air, good planes and he deserves it, you should be proud of that.  A man should be paid for that.",6,6,sadness
[GARBAGE] Annie,6,6,sadness
Annie I'm going to make a fortune for you.,6,1,joy
Buy some hats?,5,6,sadness
"Hey, what time is it?  This pokes around midnight right?  God this is great isn't it?",5,5,neutral
Look at the night we got.  I wouldn't trade this for anything.,6,6,sadness
You know actually I wanted to go a little further up the coast and get away from all the lights and people but I was afraid you'd miss it.  How are you doing?,5,4,fear
"Is that, is that, nah, is that just Paul?  I can't even tell.",5,5,neutral
"But if I can't tell, it probably isn't them isn't it?  Probably would be unmistakable wouldn't you think?  How are you doing?",5,5,neutral
"Oh, you know what I forgot?  I forgot my flashlight.  How could I be so stupid?  I should've brought my flashlight.",5,5,neutral
"You know, the flashlight, the silver one?  There's only one isn't there?",5,5,neutral
It's not your flashlight.,6,6,sadness
"Well, whose is it?",5,6,sadness
It's ours.  Mine too.,6,6,sadness
"Well, sure.",6,6,sadness
"Well, you keep saying it's my flashlight like it's only your flashlight.  I mean, how do you think that makes me feel?",5,5,neutral
"No.  Of course, our flashlight.  Yours and mine.  Me flashlight is su flashlight, naturally.",6,6,sadness
How could we have not thought to bring it?  I hope the moon stays out.,5,5,neutral
Was it a full moon last year when they were running?  I can't remember.  Do you remember?,5,5,neutral
Are you cold?  Do you want my jacket?,5,5,neutral
"We should've brought the blanket, our blanket.",6,6,sadness
"God.  Oh, you know what would be good right about now?  A six-pack.  A six-pack would be just the ticket.",5,5,neutral
"I'm so stupid, I should've brought a six-pack.  God, I'm like a little kid.  It's amazing I get out of the house with my fly zipped up. Oh- [LAUGHTER]",6,5,neutral
I wonder if they can hear us talk?  Or feel the vibrations in the sand when we move around?,5,5,neutral
"Look, I'm cold.",6,3,anger
"It's past eleven, let's go.",6,6,sadness
What?  Are you kidding me?  We just got here.  We miss it.  What's the point of coming down here if we just turn around and go home?,5,5,neutral
That's my point too...No.  No.  That's not my point.  My point is what's the point if we come down here if we just turn around and leave?,5,6,sadness
I don't know.  I just don't.,6,5,neutral
"Honey, this is a natural phenomenon.  It only happens once a year.  I mean think about the people in Kansas, they would have to get hotel reservations and plane tickets to come and see this.  We're only forty minutes away.  This is too good to pass up.",6,6,sadness
"Pass up what?  These fish swim up to shore, on the beach and then they flop around a little, they swim away and then they die.",5,6,sadness
"Well this is like the highlight, the one night of their lives and that flopping around, that's laying eggs or spawning or mating or whatever you call it.",6,6,sadness
"But this is the big night for these guys.  Their last, life's last orgy.",6,0,surprise
"What are you getting so excited about?  I mean, it's not like it's like the landing on the moon or something.  I mean, it's just fish, fish that nobody eats.",5,6,sadness
Augie.,6,6,sadness
"Okay.  But it's fish that do something that no other fish do.  Like the swallows in Capistrano or the Lemmings that throw themselves off the cliffs, there's magic here and some mystery and a little bit of unexplainable.",6,5,neutral
"I mean, I can't see how you can not be interested.",6,5,neutral
"I don't get it.  I mean the first time we came to see it, you said it was the best night of your life.",6,5,neutral
And last year when we came you ran out of the house so fast you stubbed your toe and you didn't even notice it until we got in the car.,6,5,neutral
"You also could remember that I got sand in my panties, we got in an argument over nothing, you got a sore throat and we didn't even get to see the Grunions.",6,7,disgust
Okay.  We're in a good spot.,6,6,sadness
You didn't see them the first time either.,6,5,neutral
"We just weren't in the good spot.  This is a much better spot.  You know, I have a good instincts for these things.",6,6,sadness
"Look, is that...no is that just seaweed?",5,7,disgust
"You know, this is great isn't it?  You know, I wouldn't trade this for anything.",5,6,sadness
"I mean, think about this, I know you're not interested but just think about this for a minute.",6,6,sadness
"Somewhere out there, there's this huge silver mass of fish heading this way, they don't why, we don't know why, they just some little instinctual fire cracker went off in their bodies...",6,5,neutral
"...like and they all just turned at once and formed a line as long as the California coast and started swimming this way.  They didn't, you know, they didn't make a decision, they didn't, you know, have boats or anything.  No one sent them an invitation or a map, they just started swimming as if that's the only thing that matters.",6,6,sadness
"It's single mindedness with no mind.  It's urgency that's pure urge and they don't, they don't ask it a question, they don't give it a name, they just swim.",6,6,sadness
They just start swimming to this place right here where we stand for massive celebration of sex and death.,6,6,sadness
"Oh, I'm giving myself goose bumps.  Look, all my hairs are standing up.",6,6,sadness
[BREATHING] So what do you think?,5,5,neutral
About what I just said?,5,5,neutral
It certainly is not.  It's,6,6,sadness
It certainly is not.  It's a slightly exaggerated scientific fact.,6,6,sadness
"It's PR.  I mean, somebody sold you a good bill about this wonderful event that going to happen on the beach.",6,6,sadness
I'm not the only one.  Look at all these people.,6,5,neutral
"Yeah.  Everyone else was sold the same thing.  I mean, look, it keeps us excited, it keeps us coming back for more and you know, keeps us thinking life's going to start any minute now.",1,1,joy
"Look, I'm sorry but it's still just fish to me.",6,7,disgust
It's just...,6,6,sadness
"Look, we just have different ideas of what this night is supposed to be like.",6,6,sadness
"There's nothing to it.  The Grunions arrive, they do their little fish business, you know?  We go oh, ahh, look at the fish and they go home and we go home.",5,6,sadness
"For heavens sake, grow up.  We're not going to see the Grunions.",6,3,anger
"We never do, do we?  Have we ever?",5,5,neutral
"Oh my gosh.  We missed them twice, that's hardly ever.",6,5,neutral
Okay.  Twice is as many times as we've tried and that's ever.,6,6,sadness
"Carla, can I ask you something?",5,6,sadness
"Don't take this wrong but, are you having your period?",5,6,sadness
"Augie, god dammit, don't ask me that.  You always ask me that.  I hate it when you ask me that.  It's insulting.",6,3,anger
What's bugging you then?,5,5,neutral
"Look, it's pointless.  It's...we're not going to see the Grunions I mean, it's like waiting around to see Santa Claus, you know, it's...",6,7,disgust
"Listen, I've waiting my entire life on this beach just standing there waiting for this fish to show up and these fish never show up.",6,6,sadness
"God, you don't understand anything.",6,7,disgust
"I do.  I always do.  I keep thinking, this time will be the time and it never is.",6,6,sadness
"Well, we're going to see it.",6,6,sadness
"No we won't.  I mean, God, this isn't about the fish Augie.",6,5,neutral
"What...I've been trying to, I've been trying to figure out the point where we went wrong and I can't seem to pinpoint that moment.",6,5,neutral
"You were fine during the phone call with Marge, dinner was okay, doing the dishes was no problem.",6,6,sadness
"Let's see I took a shower, you were watching the news, you said hey, hey the Grunions are running tonight and I said great let's go, I feel lucky tonight.",6,1,joy
"And then I'm putting the animals out in the yard, I'm pulling the car out of the garage, putting my jacket on.",6,6,sadness
"Look, do you remember the first time we came here?",5,6,sadness
We brought a bottle of champagne and we took off our shoes and danced barefoot in the sand...,6,6,sadness
Under the moon and you whispered so softly into my ear so I could feel your words.,6,4,fear
"And I thought, this is it.  This is how happy I'm supposed to be.",1,1,joy
What?  Dancing barefoot in the sand?  Drinking out of a bottle of champagne?,5,5,neutral
It was in the car right?  Driving past the Knickerbocker Liquor Locker...,5,5,neutral
And you said let's get some champagne and I said time's a wasting or something like that.,6,6,sadness
You want this to be like the other time right?  That's it right?,5,6,sadness
I'd rather not remember something...,6,7,disgust
Rather not hope for something.,6,0,surprise
"Okay, right.  I got it.  Sure.  Of course.  Listen, do you want to dance?",5,6,sadness
What?  Do you want me to breathe in your ear?,5,5,neutral
Do you want to get married again? What? What?  Do you want a divorce? A vacation? What?  A carpet?  A poodle?  A basket of fruit?  What?  A suicide pact?  What the hell do you want Carla?,5,5,neutral
No...No...No...,6,6,sadness
No...,6,6,sadness
Welcome to the human race.,6,6,sadness
Do you think that this is what I had in mind?  That four years down the line that we'd get married and come to the beach and argue with each other over fish?  No.,5,6,sadness
I was just like you.  I thought it was going to be all peaches and roses and everything great and the sand in our toes and the wind in our hair and the fish will always come and the bills will pay themselves and we'd have three big fat rosy kids...,6,6,sadness
...and you know?  Baby the jokes on us.  Because you know what you get?  Do you know what you get Carla?  You get this.,5,1,joy
"This what...what's this?  This isn't anything. Alright.  Sure.  Standing on the beach, fighting and waiting.",5,3,anger
Cause everything isn't anything like I thought it would be.,6,6,sadness
No.  I know.  Me neither.,6,0,surprise
This is just this.  You know?  I mean it's a lot and everything but it isn't somewhere else.  Do you know what I'm trying to say?,5,6,sadness
I'm trying to do the best I can.,6,6,sadness
I know you are Augie.  I know you wanted this evening to be nice.,6,6,sadness
I can't help thinking about being somewhere else.,6,0,surprise
Maybe if you were with someone else too.,6,6,sadness
I know.  But I know I don't make you happy.,1,0,surprise
"Augie, whatever I'm doing I'd rather be doing with you.",6,6,sadness
If anybody wants to be with anybody else it's probably you.  Probably somebody who enjoys herself a little more and is not so hard.,1,6,sadness
"Actually, now that you mention it, no I don't.",6,6,sadness
"Well, I guess this is the wrong spot for the right people.",6,6,sadness
It seemed like a good spot to me.,6,1,joy
I mean look at the view of the moon we got from here.,6,7,disgust
Yeah.  I noticed that.  It's real pretty on the water.,6,5,neutral
Big old white moon.,6,6,sadness
"Hey, look what we got here.",6,3,anger
Oh you brought refreshments.,6,6,sadness
Well at least we won't need glasses.,6,6,sadness
Are you still cold?  Do you want to go home?,5,0,surprise
No I'm beginning to think you might be right.,6,6,sadness
I think this may be the place for us after all.,6,6,sadness
I am sorry Augie.,6,0,surprise
And nobody knows we're here except for Freda and she wouldn't ring up.,6,6,sadness
Well it must be them then.,6,6,sadness
What are you going to do?,5,5,neutral
We're fine right?  Aren't we?  Whatever happens darling.,5,6,sadness
"I mean, it was, it's bound to come out sooner or later.",6,6,sadness
Hello?  Hello?  What?,5,5,neutral
That sent shivers up my spine.,6,4,fear
"No, wrong number.",6,7,disgust
What are we to do if they suddenly walk in on us?,5,5,neutral
Certainly.  And I shall probably do a court courtesy.,6,6,sadness
um- Things that should matter dreadfully don't seem to matter at all when one's happy do they?,5,4,fear
What is so horrible is that one cannot stay happy.,1,4,fear
"Oh, darling.  Don't say that.",6,4,fear
"It's true.  I mean, the whole business it's a very poor joke.",6,7,disgust
"You mean that, that sacred and beautiful thing love?",5,6,sadness
Yes.  I mean just that.,6,6,sadness
What does that all mean?  That's what I asked myself on my quest for ultimate truth.  What does it all mean?,5,5,neutral
"[LAUGHTER] Oh, darling.  You mustn't be serious, that's just what they want.",6,7,disgust
All the futile moralists who try to make life unbearable.  Laugh at them.  Be flippant.,6,6,sadness
Laugh at all their sacred shibboleths.  Flippancy brings the acid in their damn sweetness and light.,2,1,joy
So if I'm to laugh at everything then I must laugh at us too.,6,6,sadness
"Oh, certainly, you must.  We're figures of fun alright.",6,1,joy
How long will it last?  This ludicrous overbearing love of ours?,5,4,fear
No.  That fire will fade along with our passion.,6,0,surprise
"Well, dear, shall we want that?",5,6,sadness
"Well, it depends on how well we've played.",6,6,sadness
"What happens if one of us dies?  I mean, does the other one still laugh?",5,5,neutral
"Of course, yes, yes, with all his might.",6,6,sadness
That's serious enough.,6,0,surprise
"No.  No it isn't.  That's very laughable, a cunning little mystery all done with mirrors.",6,7,disgust
Darling I believe you're talking nonsense.,6,3,anger
"Oh, and who isn't talking nonsense?",5,5,neutral
Let's be superficial and pity the poor philosophers hmmm?  Let's blow trumpets and squeakers and party as much as we can like quite idiotic school children.,5,0,surprise
Let's savor the delight of the moment.  Come kiss me darling before worms pop in and out of your eye sockets.,6,1,joy
"I don't care what you do, you see?  As long, no I don't care what you do, see?",5,3,anger
You can put green paint all over your body and dance naked in the Place Vendome and rush off madly with all the men in the world and I shan't say a word as long as you love me best.,2,3,anger
Thank you dear.  The same applies to you...,2,1,joy
...only if you ever so much as look at another woman I'll kill you.,6,3,anger
The one when you bought a little painted wooden snake in the Piazza and put it in my bed.,6,7,disgust
"Charles, that was his name, Charles.  Oh, God he was so wiggled so beautifully.",6,5,neutral
Horrible little thing.,6,4,fear
Yeah.  I know you did.  You threw it out the window and into the Grand Canal.  I don't think I'll ever forgive you for that.,6,0,surprise
I hated it.,6,7,disgust
How long did that rile last?,5,6,sadness
"Oh, the worst one was in Cannes when you-",6,7,disgust
I burnt a hole in my comb too and all the towels in the bathroom.,6,7,disgust
you're curling iron burnt a hole in my dressing gown.,6,3,anger
That was a rouser wasn't it?,5,7,disgust
[LAUGHTER] Yeah.  That was the first time you ever hit me.,6,5,neutral
"The manager came in and saw us rolling on the floor, scratching and biting like panthers.",6,7,disgust
I will never forget his face. Ooh-rah [LAUGHTER].,6,5,neutral
"How ridiculous.  How utterly, utterly ridiculous.",6,7,disgust
And much sillier too.,6,1,joy
The real cause of that rile was Peter Burden.,6,6,sadness
Yes.  The real cause of that rile was Peter Burden.,6,6,sadness
"Oh, come on, you knew there was nothing in that.",6,3,anger
Presents?  A trivial little broach.,5,5,neutral
Mmm Hmm.  I remember it well.  Bristling with diamonds in the worst possible taste.,6,7,disgust
Not at all.  It was very pretty.  I still have it and I wear it often.,6,6,sadness
No I didn't.  You made up the whole thing in your jealous imagination.,3,6,sadness
You must admit he was in love with you.,2,6,sadness
Just a little perhaps but nothing serious.,6,0,surprise
You let him kiss you. You said so.  What of it?,5,3,anger
Well what of it?,5,3,anger
"Well it didn't harm him, in fact, it pleasured him a lot and it didn't hurt me.",6,6,sadness
"Well, if you hadn't been so suspicious and nosey you would've never known anything.",6,6,sadness
"Oh, that's a nice point of view I must say.",6,1,joy
"Look, I'm bored with this conversation.",6,7,disgust
"Yeah, so am I.  Bored stiff.",6,0,surprise
You want some brandy?,5,6,sadness
I'll have a little I think.,6,6,sadness
I don't know why you want it.  You've already had two glasses.,6,5,neutral
I don't see what you have to go on and on with this kind of thing.,6,5,neutral
Oh my...just because I just...okay...,6,5,neutral
...having three small minute liquor glasses in the evening is hardly going on and on and on.,6,5,neutral
You needn't be so grand just because you don't happen to want any yourself at the moment.,6,6,sadness
Really Amanda.,6,6,sadness
"No, just making myself beautiful for you.",6,6,sadness
That's the woman's job to lure the man.  Watch me a moment won't you?,5,6,sadness
Actually that's perfectly true.,6,6,sadness
I think you should have some more brandy...,6,6,sadness
I think that,6,6,sadness
...cause really,6,5,neutral
it doesn't seem to be working on you.,6,5,neutral
"perhaps maybe you should've had more brandy, it might've made you a little less disagreeable.",3,6,sadness
Well it really hasn't worked wonders with you.,6,6,sadness
"Hmm, snap, snap, snap like a little adder.",6,3,anger
Yes they do.  They have a bag of venom behind their fangs and they snap.,6,3,anger
I don't care.  I don't care.  Do you understand?  I don't care if they roll around and bark like hoops.,5,3,anger
I suppose you let him kiss you a great deal more then?,5,6,sadness
"Mmm, you must've had a riotous time.  No restraint at all, very enjoyable.  You never had much anyhow.",1,1,joy
You're quite insufferable.  I expect it's because you're drunk.,6,3,anger
"Okay, like I mentioned before I had three very small, minute liquor glasses of brandy.  That's not even enough to get a child of two drunk.",6,6,sadness
"On the contrary, a child of two can get violently drunk off just one glass of brandy.",6,7,disgust
"Oh, what an interesting topic.  What about a child of four and a child of six?  A child of nine?",5,5,neutral
We might be able to bring up a splendid little debate about this intemperate tots.,6,6,sadness
"Not very funny dear.  In fact, maybe you better have some more brandy.",2,5,neutral
"Oh, thanks.  I think I will.",6,6,sadness
Because people upstairs will get annoyed.,3,3,anger
There aren't any people upstairs.  This is a photographer's studio.,6,6,sadness
Well there are people downstairs I suppose.,6,6,sadness
"Oh, this is no time to be in here for Tunis.",6,0,surprise
No I'll do no such thing.,6,3,anger
Very well.  If you insist on being a boorish and idiotic.,6,6,sadness
"Come on, turn it off.  It's driving me mad.",3,3,anger
Turn it--Turn it off.,6,3,anger
Go away.  Go away.  I hate you.,6,3,anger
"I hate you.  Listen I'm sick and tired of listening to you, you sadistic bully.",0,3,anger
"You know what?  You're a vile, little, evil-minded, little, wicked beast and I never want to see you again.",5,7,disgust
"This is the end.  Understand?  This is the end, here and now, forever and always.",5,4,fear
You're not going nowhere. No you're not.,6,6,sadness
"Oh, yes I am. Yes I am and you can't stop me.",6,4,fear
Just shut up.,6,3,anger
shut up. shut up.  I would-I would never marry you again if you came crawling back to me on your hands and knees because you're an evil-minded little vampire and I hope to God I never see you again.,6,3,anger
"Listen, you're a cruel fiend and I hate, loathe you.  Thank God finally, finally thank God I've realized just how horrible you are--and marry you?  Marry you?  Never. I will never marry you.  I will die die in torment-",5,4,fear
Beast. Brute. Cad. Swine. Beast. Beast. Brute. Devil. Sorry.,6,0,surprise
"Hi.  Um, excuse me I've been to, like, five of the desks here and nobody seems to be able to tell me what it is I need to do.  I've been here for over an hour.  Can you possibly help me?",5,5,neutral
"Uh, lets- What do you need exactly?",5,6,sadness
Well I filled out all the forms and I've given them to everyone and they keep sending me to someone else.,6,6,sadness
