Text,Label,Unique_Label
"No, I mean, maybe in the little--going around thingy thing where bopper stole it from there.",6,3234
Okay. All I know is that I am supposed to have my language here right now. Right now. And it's not there. And you're supposed to help me because you work at the airport. So give me my luggage or tell me where the hell it is.,3,3235
Okay. What can we do is we can get your name and information and if it shows up we can send it to you so-- Wherever you stay,6,3236
"What do you mean, if it shows up? No, I need it now. I have my keys, I have my wallet, I have my money. I have thousands and thousands of dollars worth of stuff in there.",6,3237
Not to mention I have my work in there.,6,3238
"Well, I'll have you fill out some paperwork and see if you can get started on something.",6,3239
"And what if- what if it is lost? Well, what are you guys going to do for me?",4,3240
"You know, we'll file a complaint and we could possibly, you know, replace some of the things. I think-",6,3241
and when you sign your ticket we could replace about fifteen percent of what's in the bag.,6,3242
Fifteen percent?,5,3243
Up to a limit of twenty five dollars.,6,3244
What? There- There's hundreds of thousands of dollars worth of stuff in there.,5,3245
"Whoa, maybe you should uh- have thought of a better way to send it than just in a bag, hmm? Did you think about that?",5,3246
"No, no, no. You don't understand. This is--these are my belongings in the luggage. And I went to Paris.",6,3247
"Sir, why are you laughing at me? This isn't funny.",5,3248
"I think that's kind of stupid, that you put a hundred thousands of dollars in the bag.",6,3249
"Well I'm sorry, if I--no, it's not stupid. You are supposed to have my luggage.",0,3250
Did you lock- Did you lock it even? You probably didn't even lock it.,5,3251
"No, they said I couldn't lock it.",6,3252
"[LAUGHTER], That's what they say.",6,3253
Give me--I'm going to talk to your supervisor. Give me your supervisor. I want to talk to your supervisor right now.,4,3254
"Okay, let me get him.Oh, guess who the supervisor is? It's me.",3,3255
"What, do you have questions?",5,3256
"Well, get- I want the C.E.O. then.",6,3257
How you doing?,5,2101
Okay.,6,185
Yeah. Wow.,5,3258
We're all going to miss him.,0,3259
"Mmm hmm. I never knew it was going to be this hard, you know.",5,3260
It's weird 'cause it's like you expected it to happen and eventually-,6,3261
"he had cancer, you know?",5,3262
"Mmm, Hmm.",6,3263
"They thought he got--would get better and he did, and then it just- things turned bad.",0,3264
"Turned around for the worst, you know.",6,3265
"I didn't know him, Tricia, but uh- I heard that he was a great man.",5,3266
He was amazing.,5,3267
I loved that boy.,1,3268
"We did everything together, you know.",6,3269
"It's weird, I think. I feel so alone, you know? What am I going to do now? Now that he's gone.",0,3270
He's so young. It seems so--,6,3271
so wrong in so many ways.,3,3272
"His poor parents. You know, it's their only son.",6,3273
yeah.,6,3071
"Kind of a whole year. I mean, he suffered with this, this monster, this thing, this disease.",6,3274
"He was in chemo the whole time, right?",6,3275
Yeah.,6,2
And he just got that baseball scholarship.,6,3276
"I know. He was, he had so much going for him.",5,3277
"So handsome, so young, so gifted.",6,3278
So talented.,6,3279
"Such a sweet person, you know?",1,3280
How's his parents doing?,6,3281
Not very good.,0,3282
"Can you imagine, though, you know, as a parent, just losing a kid? Twenty-two years old.",5,3283
"It's weird, I kind of feel like part of me is gone now, you know?",6,3284
Because this other half was just kind of like ripped away.,6,3285
"You guys were pretty close, weren't you?",5,3286
"He was like, he was like my brother, you know.",6,3287
He was my brother.,6,3288
"Just seems so unfair, is the way it is.",6,3289
"You know, he had that really pretty girlfriend for like about a year and-",6,3290
What was her name?,6,3291
Kelly. Kelly Uveny.,6,3292
Kelly.,6,3293
They talked about getting married and--,6,3294
Trying to have a baby.,0,3295
"Yeah. But then when he got cancer and it got bad, you know, she just took off and-",6,3296
so I was there for him.,6,3297
Some people.,6,3298
"Yeah, but you were there all the hospital days. By his bed-",6,3299
"Yeah. God, I loved that kid.",1,3300
"So nice, so positive.",1,3301
yeah.,6,3071
We need more people like him.,6,3302
"Joe, do you think he knew I loved him?",5,3303
I don't know.,5,257
"I never told him, I love you, but-",1,3304
I loved him so much.,1,3305
I don't know if Benny was smart like that- but-,6,3306
I'm sure he loved you too. He just didn't know it.,5,3307
"Yeah, man.",6,3308
"Hey, Isabella.",1,3309
"Hey, how's it going, Joe?",5,3310
I'm all right.,6,3311
"Uh-, So I got some good news.",1,3312
Yeah?,5,636
Yep.,6,3313
You're not pregnant or anything.,6,3314
Pregnant? What are you talking about? No.,5,3315
"I know you've been trying to have a baby, right?",6,3316
I have some better news than that.,6,3317
"Oh, really?",5,2713
"Yes, What would you want more than anything in this world?",6,3318
A chocolate cake?,5,3319
How about maybe for me to possibly stay in L.A.?,6,3320
"Oh, wow. You got in?",5,3321
Which one?,6,3322
"I got--U.S.C.. I got- Yeah, I got the acceptance letter.",6,3323
oh really?,5,3324
You got in? Wow.,5,3325
"Yes, me, I got in. Thank you very much.",1,3326
Good for you.,1,3327
"Yeah, I know, my mom called me. I was with my girlfriend in Boston, and uh- she got the letter and she called me, she said I don't know, do you want me to open it? And I was like yes, open it. And she opened it and she goes oh, I'm sorry, Nat.",5,3328
"And I was like what? She's like, you know, you didn't get in. Totally plays it off. Like I didn't get in. And I'm like, I start almost crying.",5,3329
"Uh-huh, uh-huh.",4,3330
"And my mom was like Natalie, Natalie, it's [GARBAGE], you know-",6,3331
oh yeah.,6,3332
"and so, I mean, I got in.",6,3333
"Oh, Jesus. That is so amazing.",5,3334
So now I can stay here and now we can party. I know.,6,3335
Party. You want to get drunk tonight?,5,3336
"Yeah, why not.",6,3337
"Yeah, we're going to celebrate.",1,3338
"We're not twenty one yet, but whatever.",6,3339
"Yeah, I'm only eighteen so it's--go get drunk.",6,3340
"[LAUGHTER]. I'm so excited, Joe. Oh, man, I-- And I got in--I got into the school of theatre, so it's like-",1,3341
Shit. That's-,6,3342
"Oh, my God. That's--I heard it's top five-- --in the Grauman scale or something.",5,3343
Yeah. It's really cool.,1,3344
Yeah.,6,2
Top five in the nation.,6,3345
Who-whooooo. Miss Acti- Acting Pants.,5,3346
"Acting Pants? So what are you going to do? Are you--you're be--you're going to stay here, right?",3,3347
Acti- acting pants.,6,3348
I got into film school at the Art Academy.,1,3349
Awesome. We're both going to be in L.A.,1,3350
Uh-huh.,4,194
So I'm going to be--yeah. I'm going to make films; you're going to be in them.,6,3351
"I'm so excited. Yeah, I thought I was going to go to Boston, but then--",1,3352
Fuck Boston.,3,3353
"Oh man, I'm so excited. So much to do.",1,3354
Boston smells bad. L.A. is so much cooler.,6,3355
"There's so much culture here, you know? It's just like-- --all great restaurants and-",6,3356
Yeah.,6,2
I'm just so excited to start my life.,1,3357
We should uh- go to Little Ethiopia.,6,3358
"Oh, and you sit down and you have the sponge bread-- --and eat the--drink the beer. Ugh, I love that stuff. I'm so excited.",6,3359
Yeah.,6,2
Are you going to come stay in my dorm with me sometime?,6,3360
"Hell, yeah. Pass out.",6,3361
Yeah. I'll get like one of those little--,6,3362
Yeah. Those little-- --mattresses. I'll put it by my bed.,6,3363
#NAME?,6,1025
"No, I'll sleep in your bed. Cuddle up.",6,3364
"Oh, I don't think so. Hmm-mm. No.",6,3365
Uh-oh.,4,3366
That's going to--that'll be reserved for somebody else.,6,3367
"Oh, hey. Freshman slut. That's you gona need.",6,3368
[LAUGHTER] Hello? I am not.,6,3369
"That's what you got to be though, freshman year.",6,3370
"No, I don't. I'm not like that.",6,3371
Yeah.,6,2
"Well, get used to it.",6,3372
"[LAUGHTER]. No, you'd get used to it.",6,3373
"Hey, I'm already getting used to it.",6,3374
"[LAUGHTER]. Oh, Joe, I'm so happy.",1,3375
"Me too, Isabella.",6,3376
"Hey, you stupid dumb shit machine, give me a fucking operator, huh?",3,3377
"Hello sir, can I help you?",4,3378
"Yeah, I've been on the-with the machine for like thirty minutes--",6,3379
"trying to get an answer, and no one's given me an answer.  So what are you going to do about it?",3,3380
I [GARBAGE],6,3381
"Yes, sir, I'm very sorry, but we've had some trouble here.  There's been a lot of calls and the system has-",0,3382
"Fuck, do you think I have all day?  Jesus",3,3383
"Sir, please calm down.  There's no reason to use profanity like that.  It's not-",4,3384
"Fine, sorry.  Okay, my phone's been on the fritz for like three days.  I can't get any incoming calls. What- What is going on?",0,3385
"Okay, and this is for Verizon? Your provider?",6,3386
Yeah.,6,2
"Well, um- we have a little problem with the system going on.  One of our satellites is down, and I-",4,3387
You know what?  I'm just going to- Patient?  I'm a busy man.,5,3388
"You're going to have to just be patient with us, sir, as we",6,3389
"Well, I know sir, and we all are busy.",6,3390
But I'm going to definitely have to- uh--get your contact information,6,3391
#NAME?,0,1025
What?  It's my phone.  You can't even call me on it. I don't have another phone.,5,3392
"Well, I don't-",6,3393
"Okay, well, if you would like, um- we will be turning on the systems in probably about ten hours.",6,3394
What?  Are you kidding me?,5,3395
"Sir, I'm very sorry, but this is the way it is.  This- We have no control over it.  It's going to take-  -but you have to be patient with us.  You can use a calling card.  We will give you a free calling card to use.",0,3396
"Oh, my God.",5,3156
I- I'm going to kill myself right now.,4,3397
A free calling card?,5,3398
"Do you have a land line, sir?",6,3399
"No, I don't have a land line.",6,3400
"Okay, well, we will send you- We will reimburse you for the amount of minutes that you-",6,3401
#NAME?,6,1025
"That's it? Okay, yeah.  What else?",3,3402
"And we will probably send you a calling card.  I'm very sorry.  You're just going to have to be patient, sir.",6,3403
"Okay, I need more than this.  Are you going to give me a little bit more?",6,3404
"No, we don't just give you things.  We're- we're-",6,3405
we compensating you for all your-,0,3406
So you take things from me and you expect me just to wait around.,6,3407
"No no, we're not taking anything from you sir.  This is- This is unbeknownst to us.  The problem had just happened.",4,3408
The satellite-is down in your area.,5,3409
"Okay, so you think you're going to-  -get me back some minutes, and that's going to make up for three days of business that I lost?  Okay, great.",6,3410
"No, three days, sir.  It's not three days. It's- It's only been about a day now. Let's not exaggerate.",6,3411
"No, it's been--three days.",6,3412
"Fine, it's been a day.  Okay?",6,3413
Three days?,5,3414
A day?,5,3415
A day's worth of business.  You know how much I make in a day?,6,3416
"I don't know, sir.",6,3417
About three million dollars.,6,3418
"Oh, well, I'm sorry about that. Umm- We-",0,3419
"So, you're going to give me back ten dollars worth of minutes--",6,3420
#NAME?,1,1025
"Well, ten hours worth of minutes--",6,3421
is what's going to happen.,5,3422
"Ten hours? So, basically, a day's worth of minutes which I pay forty dollars a month from it.",6,3423
Yeah.,6,2
"Sir,",6,3424
So you're giving me a dollar back.,6,3425
"what I would like what I'm advising you to do now is just to write down all of your problems that you-you feel that--You know, haven't been addressed, fax it to us-",6,3426
"Oh, my God.",5,3156
and we will take care of it if anything happens.  But all we can do now is ask for your patience.,6,3427
Okay? Thank you for calling.  Goodbye.,1,3428
What's he going to say? Maybe we ought to talk to him before he sees it.,6,3429
He saw it.,6,318
"What-how did he see it? I mean, I was the first one up. He was still in bed.",5,3430
He was out there when it happened.,5,3431
When?,5,321
"Um, about four this morning. Uh- I heard a crack and I looked out and I saw him standing there.",4,3432
What was he doing out at four in the morning?,5,3433
I don't know. But after it cracked he went back in the house and he cried in the kitchen.,6,3434
Did you talk to him?,5,1174
"No, I uh-, I figured the best thing to do was to leave him alone.",6,3435
"He cried hard, huh?",6,3436
I could hear it right through the floor.,4,3437
What was he doing out there at that time? He was dreaming about him again. He's walking around at night again.,6,3438
I guess he is.,6,325
"Could he-he's acting just like he did after he died, you know?",5,3439
What's the meaning in that?,6,3440
I don't know.,5,257
"But I know one thing, mom. We've made a terrible mistake with dad.",4,3441
"Well, what do you mean? What?",5,3442
Being dishonest with him. That kind of thing always pays off and now it's paying off.,6,3443
"What do you mean, dishonest?",3,3444
You know Larry's not coming back and I know that too. Why do we go on letting him think that we believe with him?,6,3445
"What, you're going to argue with him?",3,3446
"No, I don't want to argue with him, but it's time that he realized that no one believes that Larry's coming back anymore.",6,3447
You can't tell him that.,5,3448
We got to tell him that.,6,3449
We can't. It just won't work.,0,3450
"You know, for God's sakes it's been three years. No one comes back after three years. It's insane.",6,3451
They do come back.,6,3452
"I know, but he doesn't know that.",5,3453
Three years has been a long time.,6,3454
"All right. Just- Sit down, mom. I want to talk to you.",6,3455
"It's those Goddamn newspapers, you know? I mean, it's like every day they come out with this new person that comes along. And the next one's going to be Larry.",6,3456
"All right. All right. Just come on, sit down.",3,3457
What?,5,328
"You know-you know why I asked Annie here, right?",6,3458
Why?,5,343
You know.,6,344
"Well, I have an idea, but go on, tell me, what's the story?",6,3459
I want to ask her to marry me.,0,3460
"Well, that's only your business, Chris.",6,1195
"Come on, you know that's not only my business.",3,3461
"Well, it is. I mean, what do you want me to do? You're grown up; you know what's going on in your mind.",3,3462
So it's all right. I'll just go ahead with it.,6,3463
"Well, you better make sure your father's not- No- I'm just saying.",6,3464
"See, then it's not just my business. God, you have",5,3465
"-Oh, you infuriate me sometimes. You know, it's not just my business too if dad throws a fit.",3,3466
God. You have such a talent for ignoring things.,6,3467
"Yeah, well I ignore what I got to ignore.",6,3468
And she-she's Larry's girl.,6,3469
"No, she is not Larry's girl.",6,3470
"Well, from your father's point of view she is. I mean, he's still alive. You've got no right to take her.",6,3471
"If you go on from that point, I don't know where you go.",6,3472
"'Cause listen, I'm telling you, I don't know where to go from there. Do you?",3,3473
"Oh, I don't know.",5,3474
What do you want from me?,3,3475
"Every time I reach out for something I have to pull back because other people will suffer. My whole entire life, time and time after time.",0,3476
You're a considerate fella and there's nothing wrong in that.,6,3477
To hell with that.,3,361
There's nothing wrong with it.,6,3478
I didn't ask Annie yet.,6,3479
You didn't ask her yet?,5,3480
I wanted to get this settled first.,0,363
"Well, how do you know she's going to marry you? I mean, what if she feels the same way as your father?",5,3481
Well then I guess it's over then. But from her letters I think she's forgotten him.,6,3482
"I'll find out. But then after it's all over we'll thrash it out with dad, right?",6,3483
"Mom, don't avoid me.",4,3484
"You know, the trouble is you've never had enough women. No, you never did.",6,3485
So what? I'm not fast with women.,5,3486
I don't understand why it has to be her.,5,3487
Because it is.,6,370
"That's a good answer, but it doesn't answer anything.",6,3488
I just-,6,3489
"I mean, you haven't seen her since the war. I mean, it's been five years.",5,3490
It just is. I-,6,3491
"I grew up with her. Okay. All these years, when I think of someone I want to be my wife I think of Annie. What do you want, a diagram?",6,3492
"No, I don't want a diagram.",6,3493
"He thinks he's coming back. You go-go on and marry her, I mean, you're pronouncing her dead. And what's going to happen to your father, huh? I don't know. Do you?",6,3494
"Okay. All right, then.",6,3495
"Just, listen. Give it more thought, is all.",6,3496
"No, I've given it three years of thought.",6,3497
And I thought that if I waited then dad would forget about Larry and then we could have a regular wedding and everything happy.,6,3498
But if I can't have that here then I'll get out.,6,3499
What the hell is this?,3,383
I'll get out. I'll marry her somewhere else. Maybe New York.,6,3500
You're crazy.,3,3501
I've been a sucker too long. I'm through with it.,0,3502
You're what-you're going to leave the business? But you can't do that. What the hell is this?,3,3503
The business. The business doesn't inspire me.,6,3504
"Oh, you have to be inspired.",6,3505
Yes. I like it an hour out of the day. If I have to grub for money all day long at least that evening I want it beautiful. I want a wife. I want a family. I want some kids. I want to build something I can give myself to.,1,3506
"Now, Annie's in the middle of all that.",5,3507
"Now, where do I find it?",5,3508
Tell me something.,6,3509
You'd leave that business.,3,3510
Yes. On this I would.,6,3511
You can't do that.,3,3512
Then help me stay here.,6,395
"All right, but you can't do that. You can't talk like that.",3,3513
Okay. Just-,6,3514
"We've worked all our lives for you. Only for you, Chris. The whole shootin' match is for you.",6,3515
"Yeah, I know, I know, just help me stay here, all right?",6,3516
I'm going to.,6,3517
You just can't talk like that.,6,3518
I am thinking like that.,6,1235
"I don't know you, do I?",5,3519
"No, you don't. I'm a pretty tough guy.",6,2789
Yeah. I can see that.,6,3520
Why did you invite her here?,5,3521
Why? Does that bother you?,3,3522
She's been in New York for three-and-a-half years. She don't just suddenly come and-,6,3523
"Well, maybe, maybe he just wanted to see her.",6,3524
You don't travel seven hundred miles just to see.,6,3525
"What do you mean? They lived next door to each other their entire lives. Why shouldn't he want to see her? Hey, don't look at me like that. I don't know anymore than you do.",3,3526
He's not going to marry her.,0,410
How do you know he's even thinking about it?,5,411
It's got that about it.,6,412
"Well, so what?",3,2021
"What's going on here, Joe?",5,2022
"Listen, kid-",6,3527
She's not Larry's girl. She knows that.,6,3528
You can't read her mind.,6,417
Then why is she married? Then why isn't she married? She's been in New York and there's hundreds of single men there.,5,3529
"I'm sure hundreds of them asked her and told her that she's foolish, but no.",6,3530
She's waited.,6,3531
How do you know why she's waited?,5,2026
"Because she thinks like me, that's why.",6,3532
"She's faithful as a rock, don't you know. In my worst moments I can think of her-",6,3533
"I think again, that I'm-I'm right.",6,3534
"Look, it's a nice day. What are we arguing for?",1,3535
"Nobody in my house better ever dare-dare to challenge her faith. Maybe strangers, but not his father, not his brother.",4,3536
Calm yourself.,6,429
Because he's not coming back. Then what do I got to live for? I'll kill myself.,3,3537
Calm yourself.,6,429
"Don't, don't laugh at me, don't laugh at me.",3,3538
"Look at it. Because why, when she came here and she slept in his room, the memorial broke into pieces. Look at it, look at it, Joe.",5,3539
All right. All right. Calm yourself.,6,2809
"You got to believe, believe with me because I can't stand all alone.",4,3540
Okay. Just calm yourself.,6,3541
"No, you've got to believe.",5,3542
"Believe, Joe. You above all people have got to believe.",5,3543
"Why me, above all?",5,3544
Huh?,5,3545
Why me above all?,5,3546
You got to keep believing.,6,3547
"Look at you, you're shaking.",4,433
I can't help it.,0,434
What have I got to hide?,6,3548
"Huh? What the hell's the matter with you, Kate?",3,3549
You're the only one I know that still loves his parents.,6,3550
"Yeah. I know. It went out of style, didn't it?",6,3551
"No, it's all right. There's nothing wrong in that, you know.",6,3552
It's really lovely here. The air is sweet.,1,3553
You're not sorry you came?,5,1269
No. I'm not sorry. It's-,0,3554
I can't stay.,0,3555
Why not?,6,179
"Well, for one thing, your mother so much has told me to go. [LAUGHTER].",6,3556
Well-,6,3557
"Look,",3,3558
"you've been acting kind of, well, you know.",6,3559
What?,5,328
"Well, you've been embarrassed ever since I came.",6,3560
"Yes, I guess I have been. But it's going from me now.",6,3561
"Oh look, um, well, the thing is, I was planning on, planning on sort of sneaking up on you over a week or so, and they-they take it for granted we're all set.",6,3562
Yeah.,6,2
How did you know?,5,3563
"Yeah, they would. Especially your mom.",6,3564
"Well, uh- would you want to?",5,3565
"I, I guess that's why I asked you to come.",6,3566
"Well, I mean,",6,3567
"Oh, Annie.",0,3568
"from her opinion, why else would I come here?",3,3569
"Annie, I love you.",1,3570
I love you a great deal.,1,1281
I-I love you. I have no imagination. That's all I know how to tell it.,1,3571
"Well, I guess that's why I came.",6,3572
"I'm embarrassing you. I didn't want to tell you it here. I wanted to go somewhere that would be brand-new to each other. It feels wrong here, don't you? This yard and this chair.",6,3573
I don't want to win you from anybody. I want you to be ready for me.,6,3574
"I've been ready for a long, long time.",6,3575
Then he's gone forever. You're sure?,5,3576
Look,6,3577
I was almost married two years ago.,1,3578
Why didn't you?,5,460
'Cause you started to write me.,3,3579
You felt something that far back?,5,462
Every day since.,6,463
Why didn't you let me know?,3,464
"Well, I don't know, you didn't write until then and then when you did, what'd you say?",5,3580
You always can be so ambiguous.,6,3581
"Give me a kiss, Annie.",6,3582
Give me-,6,3583
"[LAUGHTER]. God, I kissed Annie. I kissed Annie. How long, how long I've been waiting to kiss you.",5,3584
I don't know if I ever can forgive you for that. Why'd you wait so long? I sat in my room wondering if I was crazy for thinking about you.,5,3585
We're going to live now. I'm going to make you so happy.,1,3586
"Not like that, you're not.",6,3587
I kissed you.,6,473
"Like Larry's brother. Do it like you, Chris.",6,3588
What is it?,5,3589
Let's drive somewhere. I want to be alone with you.,0,3590
No. What is it? Is it your mother?,5,3591
"No, no, no, no. Nothing like that.",6,3592
"Well then tell me what's wrong. I mean, even in your letters there's something ashamed.",6,3593
"Yeah. I guess there is. I guess I was, but uh- it's going from me now.",6,3594
You should tell me.,6,3595
I don't know where to start.,4,3596
"But, Chris, it wouldn't work like this.",6,3597
You know when I went overseas. I said I was in command of a company.,6,3598
"Yeah, sure.",6,485
"Well, I lost them.",0,2080
How many?,5,487
Just about all.,6,2081
Geez.,6,3599
It takes a little while to toss that off. Because they weren't just men.,6,3600
"For instance, one time, it had to have been raining several days. There was this one kid, he came up to me and he gave me his last pair of dry socks. Put them in my pocket.",6,3601
"I mean, that's-that's only a little thing, but that's the kind of guys I had. They didn't just die. They killed themselves for each other. And I mean that exactly. A little more selfish and they'd still be here today.",6,3602
"And I, and I thought something watching them go down.",5,3603
"Everything was being destroyed, see, but there was one new thing that was being created. A kind of responsibility, man for man. You understand me?",6,3604
And to show that-to bring that onto the earth like some sort of monument standing right behind us where everyone could feel it and it would make a difference to him.,1,3605
And I came back here and it was incredible. There was no meaning in that here. The whole thing to them was a bus accident.,5,3606
And I went to work with dad and that rat race again. And I felt what you said-ashamed somehow. Because nobody was changed at all. It seemed to make a sucker out of a lot of guys.,3,3607
"And I felt wrong to be alive. To drive the car, to see the new checkbook, to see the new refrigerator. I mean, you can take those things out of the war. But you got to know that when you drive that car that that came out of the love a man can have for another man. And you got to be a little bit better because of that.",6,3608
"Otherwise, what you have here is loot; and there's blood on it.",6,3609
And I didn't want to take any of it.,6,3610
And I guess that included you.,6,3611
And you still feel that way?,6,3612
"I want you now, Annie.",6,3613
"Because you can't feel that way, never again, Chris. You hear me? Never. I mean, the money and me too.",6,3614
"I mean, there's nothing wrong in that money, and your father put good planes up in the air and you should be proud of that. A man should be paid for that.",6,3615
"Annie,",6,3616
"Annie, I'm going to make a fortune for you.",1,3617
What am I going to do with a fortune?,6,3618
"Hey, what time is it? They're supposed to run around midnight, right? God, this is great, isn't it?",5,3619
Look at the night we got; couldn't be better.,0,3620
"You know actually, I wanted to go a little further up the coast to get away from all the, the people and the lights, and uh- but I thought we'd miss it. Hey, how you doing?",6,3621
Fine.,3,507
"Oh, is that-is that-now, is that just foam, uhh, I can't even tell.",5,3622
"Oh, though if I can't tell it probably isn't them, right? It probably would be unmistakable, wouldn't you think? Hey, how you doing?",5,3623
"Oh, do you know what I forgot? I forgot my flashlight. How could I be so stupid. Oh, I-I should have brought my flashlight.",5,3624
What flashlight?,5,513
"Uh- you know, the flashlight. The silver one. There's only one, isn't there?",5,3625
That's not your flashlight; it's ours. It's mine too.,6,3626
"Oh, well, sure.",6,3627
"I don't understand why you're always saying oh, it's mine, it's mine. It's not like it's just your flashlight. I mean, how do you think that makes me feel?",5,3628
"No, of course. Yours and mine. Our flashlight. Yours and mine. Mi flashlight is su flashlight. Naturally.",6,3629
We should have brought our flashlight. I can't believe we forgot to bring it.,5,3630
I hope the moon stays out.,6,3631
"Hey, do they always run during a full moon? I can't remember if it was full last year. Do you remember?",5,3632
Yes.,6,192
Are you cold? Do you want my jacket?,3,3633
"We should have brought the blanket. Oh, why didn't we bring the blanket? Our blanket.",5,3634
"You know what would be good right now? A six-pack. Ah, I can't believe I forgot a six-pack. A six-pack would be just the ticket right about now.",5,3635
I'm so stupid. I'm like a little kid. I-it's amazing I get out of the house with my fly zipped. Oh- [LAUGHTER].,5,3636
I wonder if they can hear us talk. Or hear the vibrations in the sand when we move.,5,3637
I'm cold.,0,528
Do you want my jacket?,6,529
"It's past eleven, let's go home.",6,3638
What? Are you kidding me? We just got here. We'd miss it. What's the point of coming down there if we just turn around and go home?,5,3639
There is no point in coming down here.,6,2119
Right.,6,533
That's my point.,6,534
"Yeah, that's my point too.",6,3640
"Well, so let's go.",6,3641
"No. No, no, no, that's not my point. My point is there's no point in coming down here if we just turn around and leave.",6,3642
"I mean, don't you want to see it?",3,3643
Not particularly.,6,538
Why not?,6,179
I don't know. I just don't.,6,3644
"Honey, this is a natural-this is a natural phenomenon. I mean, it only happens once a year. This is, this is a great opportunity. Think about the people in Kansas. They would have to get a plane ticket and hotel reservation to come and see this. We're only forty minutes away. This is too good to pass up.",6,3645
Pass up what? A bunch of fish. They swim up to the beach and they flop around and they swim away and then they die.,6,3646
Yeah. But that moment on the beach is the highlight of their little lives. And all that flopping around is laying eggs or what you-spawning or mating or something like that.,6,3647
"I mean, this is the big night for these guys. Life's last orgy.",6,3648
"I don't know why you're getting so excited. I mean, it's not like the landing of the moon or something. It's just fish. Fish that nobody eats.",5,3649
"Yeah, they do.",6,1360
"Oh, God, Augie.",5,3650
"What, okay, then it's fish that do something no other fish do. Like the swallows in Capistrano or the lemmings who throw themselves off the cliffs.",6,3651
"There's magic here and mystery and a little bit of the unexplainable. I mean, I don't see how you cannot be interested.",5,3652
"I'm just not. I mean, I'm sorry, it just-they're still fish to me.",6,3653
For real?,5,550
Yes.,6,192
I don't get it. The last time-the first time that we came to see it you said it was the best night of your life.,5,3654
And then last year when we came to see it you ran out of the house so fast that you stubbed your toe. And you didn't even notice until you got in the car.,5,3655
"Yes, and if you also remember, I got sand in my panties. We got into an argument about nothing. You got a sore throat and we never saw the grunions.",6,3656
We weren't in a good spot.,0,2134
"No, for God's sakes, we've never seen the grunions. We're not going to see them.",5,3657
"We just weren't in a good spot, all right? This is a much better spot. I have a good instinct for these things. Look, is that-",6,3658
"no, that's just seaweed, isn't it? This is great, isn't it?",6,3659
"I wouldn't miss this for anything. I mean, think about this. Okay, I know you're not interested, but just think about this for a minute.",6,3660
Somewhere out there there's this huge silver mass of fish heading this way. They don't know why. And we don't know why. Just some little instinctual time-release firecracker went off-went off in their bodies.,5,3661
"And they all, all as one, turned as one and formed this line as big as the California coast and started swimming this way. Swimming as if that's the only thing that matters.",6,3662
"You know, they didn't ask it a question. They didn't, they didn't take a vote. They didn't have an invitation or a map; they just started swimming as one.",6,3663
"its single-mindedness with one mind. Urgency that's pure urge. You know, they don't give it a name.",4,3664
"They don't ask it a question. They just, they just, they don't know what drives them. They just turn as one and start the swim that brings them to here",6,3665
"where we stand for a massive celebration of sex and death. Oh, God, I'm giving myself goosebumps. Look, I'm all-all my hairs on my arms is sticking up.",5,3666
"Yeah, that's the wind.",6,3667
So what do you think?,6,566
About what?,5,567
About what I just said.,6,3668
It's ridiculous.,6,2147
So what do you think?,6,566
About what?,5,567
About what I was just saying.,6,3669
It's ridiculous.,6,2147
It certainly is not. It is slightly exaggerated scientific fact.,6,3670
"It's so P.R. I mean, somebody's giving you a good bill about this wonderful event that's going to happen on the beach.",1,3671
"Well, I'm not the only one. Look at all these people.",6,3672
Exactly. Everyone else is told the same thing. It keeps them feeling excited. Keeps them coming back. Keeps them thinking life's going to start at any minute now.,1,3673
Are we talking about the same thing?,5,1392
I don't care. It's still fish to me.,6,3674
"Carla, can I ask you something? Don't take this wrong, but are you having your period?",6,3675
"Augie, Goddamn it, don't ask me that. You always ask me that. Why do you ask me that? I hate it. It's insulting.",3,3676
"Okay, then what's bugging you?",3,3677
"Look, it's-we just-we're looking at this evening in a different way, both of us. We both have different ideas of it.",6,3678
"There's nothing to it, alright? We come down here, the grunion arrive, they do their little fish business, we go ooh, ah, look at the fish, and then they go home and we go home.",6,3679
It's not like that.,6,3680
We're not seeing the grunions?,5,3681
"Look, Augie, we've never seen them. They're never going to come.",6,3682
We missed them twice. That's not ever.,6,3683
Twice is as many times as we've tried. That's ever.,6,3684
We'll see them this time.,6,3685
"No, we won't.",6,3686
"It's impossible. It's like waiting around. Waiting to see Santa Claus, you know?",6,3687
Like I feel like my whole life I've been just standing on this beach with my hands clasped waiting for these fish to show up and these fish never show up.,6,3688
"God, I thought you wanted to see it.",5,3689
I do.,6,3690
"Look, I did. I always do. But it's like every time I try nothing ever happens.",6,3691
It's just fish. Nothing to get traumatized over.,6,3692
"For God's sake, Augie, this is not about fish.",6,3693
"I've been turning this thing over in my head trying to figure out when the point was when we took a turn for the worse, and I can't seem to pinpoint it.",6,3694
"You were fine during the phone call from Marge. Dinner was okay. Doing the dishes was no problem. Let's see. I took a shower. You were watching the news. You said Augie, I think the grunion are running. I said great, let's go. I feel lucky tonight.",1,3695
"And so I'm getting the animals, putting the animals out in the yard. I'm putting on my jacket, getting the car out of the garage-",6,3696
Do you remember the last time we came here?,6,3697
We thought I was pregnant.,4,3698
You brought a bottle of champagne.,6,3699
We took off our shoes and we danced barefoot in the sand. Under the moon.,6,3700
And you whispered so intimately in my ear so I could feel your words.,6,3701
